interval_index,interval_start_time,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,vlf,lf_hf_ratio,csi,cvi,Modified_csi,sampen,sd1,sd2,ratio_sd2_sd1
14.0,14000.0,764.5733173076923,45.975357923107595,44.7446117602502,3.0,25.0,5.0,41.666666666666664,44.78721892282603,773.4375,175.78125,0.05857805642568875,0.06013204604759367,78.76243440806081,93.0909090909091,73.14285714285714,4.9884819651149135,,,,,,,,,,,
15.0,15000.0,764.9274553571429,44.19156527408885,43.69232167815112,3.0,23.076923076923077,6.0,46.15384615384615,43.69335489888264,771.484375,175.78125,0.05712091335312616,0.05777223050969704,78.7057993179999,93.0909090909091,73.14285714285714,4.811356737636243,,,,,,,,,,,
16.0,16000.0,765.2064732142857,44.39409977066259,43.56815729986445,3.0,23.076923076923077,6.0,46.15384615384615,43.57230181292288,771.484375,175.78125,0.05694188867730743,0.058015844513420144,78.67930596203682,93.0909090909091,73.14285714285714,4.8290163576060445,,,,,,,,,,,
17.0,17000.0,762.6953125,42.960212766401604,43.84085475184757,3.0,23.076923076923077,7.0,53.84615384615385,44.01453549039336,769.53125,175.78125,0.057709198901616895,0.05632683466427048,78.92262284425767,93.0909090909091,73.14285714285714,4.699569964792627,,,,,,,,,,,
18.0,18000.0,743.3035714285714,69.4293591483063,40.51924959384032,2.0,15.384615384615385,5.0,38.46153846153846,43.8743082895288,761.71875,257.8125,0.05902609643756427,0.09340646516048415,81.54881428110811,111.30434782608695,75.29411764705883,9.245675836328447,,,,,,,,,,,
19.0,19000.0,768.3293269230769,17.20410947164484,15.323700906171641,0.0,0.0,3.0,25.0,15.378921628929318,765.625,54.6875,0.020016054431394904,0.022391582448820505,78.12734538133026,80.84210526315789,75.29411764705883,1.665982409967364,,,,,,,,,,,
20.0,20000.0,770.9263392857143,15.893659570240079,14.726623503416883,0.0,0.0,3.0,23.076923076923077,14.972869595313693,769.53125,54.6875,0.01942191988042138,0.020616314114998348,77.85909637526967,80.84210526315789,75.29411764705883,1.5431820675109684,,,,,,,,,,,
21.0,21000.0,743.8401442307693,80.77317671865802,52.77655527584056,2.0,16.666666666666668,5.0,41.666666666666664,56.98195465166564,769.53125,289.0625,0.07660510809159492,0.10858942925457236,81.84165603466263,118.15384615384616,75.29411764705883,11.365238538161623,,,,,,,,,,,
22.0,22000.0,823.9182692307693,97.62319151992551,48.82703991849896,2.0,16.666666666666668,4.0,33.333333333333336,52.710256830432996,777.34375,269.53125,0.06397510384087564,0.1184864994085748,73.64200502456296,79.17525773195877,58.40304182509506,7.210100145800688,,,,,,,,,,,
23.0,23000.0,813.8521634615385,80.99930892219635,72.67065782698046,4.0,33.333333333333336,6.0,50.0,72.67357404351193,777.34375,269.53125,0.08929579265896538,0.09952582613737104,74.31179319557435,79.17525773195877,58.40304182509506,6.171606369806511,,,,,,,,,,,
24.0,24000.0,815.0540865384615,80.46379045582697,72.68159303565166,4.0,33.333333333333336,6.0,50.0,72.69981472826075,781.25,269.53125,0.08919630725000986,0.09872202567262384,74.19362753285424,79.17525773195877,58.40304182509506,6.122491783729145,,,,,,,,,,,
25.0,25000.0,816.89453125,83.65597543980014,75.60043220421495,4.0,36.36363636363637,5.0,45.45454545454545,75.6304512380723,779.296875,269.53125,0.09258288352395222,0.10240731482409486,74.06910455904963,79.17525773195877,58.40304182509506,6.344865956691978,,,,,,,,,,,
26.0,26000.0,814.94140625,84.43582827483687,75.1789071436894,4.0,36.36363636363637,4.0,36.36363636363637,75.17974584297426,775.390625,269.53125,0.09225171928484797,0.10360969221501852,74.25924121977454,79.17525773195877,58.40304182509506,6.4125529433645445,,,,,,,,,,,
27.0,27000.0,814.7786458333334,84.52494064457116,75.09373043939311,4.0,36.36363636363637,4.0,36.36363636363637,75.1012869567281,775.390625,269.53125,0.0921738527890806,0.10373975935282564,74.27560741335591,79.17525773195877,58.40304182509506,6.4212412448112195,,,,,,,,,,,
28.0,28000.0,815.7552083333334,83.87212261285732,75.14409286822298,4.0,36.36363636363637,4.0,36.36363636363637,75.14744916340837,775.390625,269.53125,0.09212009729847985,0.10281530752861041,74.17513119796003,79.17525773195877,58.40304182509506,6.352857046319782,,,,,,,,,,,
29.0,29000.0,814.7786458333334,84.57416016030281,75.04333421177628,4.0,36.36363636363637,4.0,36.36363636363637,75.07357600801151,775.390625,273.4375,0.09213984238777921,0.10380016780361576,74.27664330539369,79.58549222797927,58.40304182509506,6.428317489656225,,,,,,,,,,,
30.0,30000.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
31.0,31000.0,875.8877840909091,252.87254065495932,150.97087735900217,2.0,20.0,2.0,20.0,169.62977767659007,771.484375,792.96875,0.19366610741426216,0.2887042669711597,72.05376857093667,79.58549222797927,38.78787878787879,13.026164971074724,,,,,,,,,,,
32.0,32000.0,772.94921875,11.603511276485964,8.585381678790187,0.0,0.0,0.0,0.0,8.614708430900713,772.4609375,35.15625,0.011145245019889236,0.015011996900974892,77.64082103686565,79.58549222797927,76.03960396039604,1.1173504325227464,,,,,,,,,,,
33.0,33000.0,772.2981770833334,11.310917491829914,9.425574886354402,0.0,0.0,0.0,0.0,9.532006769509623,772.4609375,35.15625,0.012342391905556822,0.014645790741791988,77.7054675015121,79.58549222797927,76.03960396039604,1.088912573853128,,,,,,,,,,,
34.0,34000.0,772.94921875,12.523421106720967,10.680009404703526,0.0,0.0,1.0,9.090909090909092,10.890473171303732,772.4609375,42.96875,0.014089506667612156,0.016202126611853784,77.64334364206734,79.58549222797927,75.29411764705883,1.1979830764646904,,,,,,,,,,,
35.0,35000.0,866.2860576923077,229.10277714268582,145.63410638179255,2.0,16.666666666666668,3.0,25.0,158.2232176026694,785.15625,789.0625,0.18264546242861038,0.26446550202249686,72.23340749699634,79.58549222797927,38.88607594936709,11.82123267218729,,,,,,,,,,,
36.0,36000.0,779.1466346153846,16.696297153615436,10.26810566118978,0.0,0.0,1.0,8.333333333333334,10.517900013934579,773.4375,46.875,0.013499256169060654,0.02142895369349486,77.03999926261233,79.58549222797927,74.92682926829268,1.5871175544949436,,,,,,,,,,,
37.0,37000.0,781.8509615384615,17.818534951013252,10.350334046604587,0.0,0.0,1.0,8.333333333333334,10.756973725168168,785.15625,50.78125,0.013758343027424928,0.022790193818974673,76.77796569714374,79.58549222797927,74.5631067961165,1.6898928392924397,,,,,,,,,,,
38.0,38000.0,786.4583333333334,17.013365470716,9.776917541147872,0.0,0.0,1.0,9.090909090909092,10.665239643239493,792.96875,50.78125,0.013561099413920415,0.02163288854554617,76.32463187099954,79.58549222797927,74.5631067961165,1.6051555732286986,,,,,,,,,,,
39.0,39000.0,790.5649038461538,13.2983251849381,9.584916578343396,0.0,0.0,1.0,8.333333333333334,10.022659061419695,796.875,42.96875,0.012677844681263681,0.016821294646702394,75.91525580908714,78.76923076923077,74.5631067961165,1.247469683741467,,,,,,,,,,,
40.0,40000.0,793.2692307692307,10.143915093368753,9.230108645024625,0.0,0.0,1.0,8.333333333333334,9.43449006913375,796.875,31.25,0.011893175359877698,0.012787480844973944,75.6479394150739,77.57575757575758,74.5631067961165,0.9422572239328184,,,,,,,,,,,
41.0,41000.0,794.7716346153846,8.227175899252646,8.855124029124637,0.0,0.0,1.0,8.333333333333334,8.8790245423085,796.875,31.25,0.011171793450587027,0.010351622454711835,75.50095995774963,77.57575757575758,74.5631067961165,0.7618299497941183,,,,,,,,,,,
42.0,42000.0,794.5963541666666,9.489466520627882,9.191888569278966,0.0,0.0,1.0,9.090909090909092,9.198745629963508,796.875,31.25,0.011576627027958992,0.01194249944750875,75.5200745575691,77.57575757575758,74.5631067961165,0.8779144900123524,,,,,,,,,,,
43.0,43000.0,794.1706730769231,8.790453504598407,6.269974050865306,0.0,0.0,0.0,0.0,6.4777827936628904,796.875,27.34375,0.008156663313397691,0.011068720871473136,75.55915209315955,77.1859296482412,74.5631067961165,0.8126075938042707,,,,,,,,,,,
44.0,44000.0,792.96875,9.43449006913375,6.269974050865306,0.0,0.0,0.0,0.0,6.4777827936628904,796.875,27.34375,0.00816902657723005,0.011897682057626797,75.67498919723195,77.1859296482412,74.5631067961165,0.8717501202956277,,,,,,,,,,,
45.0,45000.0,790.0390625,10.550819969279532,6.7378075145633085,0.0,0.0,0.0,0.0,7.066672138541335,794.921875,31.25,0.008944712323691381,0.013354807971004006,75.95807988359896,77.57575757575758,74.5631067961165,0.9751528670260675,,,,,,,,,,,
46.0,46000.0,790.0390625,10.550819969279532,9.686208591609272,0.0,0.0,1.0,9.090909090909092,9.712211882938453,794.921875,31.25,0.012293331233781181,0.013354807971004006,75.95807988359896,77.57575757575758,74.5631067961165,0.9751528670260675,,,,,,,,,,,
47.0,47000.0,791.7668269230769,11.868039458011717,10.512861498668713,0.0,0.0,1.0,8.333333333333334,10.517900013934579,796.875,39.0625,0.01328408775953483,0.014989311315469827,75.79562403456471,77.57575757575758,73.84615384615384,1.092921779837384,,,,,,,,,,,
48.0,48000.0,792.0673076923077,12.16112160147119,10.436991889245702,0.0,0.0,1.0,8.333333333333334,10.457277606906908,796.875,39.0625,0.013202511333758039,0.015353646695635858,75.76764538285886,77.57575757575758,73.84615384615384,1.1191456958756745,,,,,,,,,,,
49.0,49000.0,793.9453125,15.724558529402417,12.157132648170235,0.0,0.0,1.0,9.090909090909092,12.408668472767152,794.921875,50.78125,0.015629122406043743,0.019805594014893083,75.59894693448776,77.57575757575758,72.79620853080569,1.4236631766492298,,,,,,,,,,,
50.0,50000.0,798.1770833333334,22.11800228534885,13.334505224089906,0.0,0.0,2.0,18.181818181818183,14.231154055052471,794.921875,74.21875,0.017829569843850403,0.027710645603830207,75.22305464208694,77.57575757575758,70.78341013824885,1.951980525051928,,,,,,,,,,,
51.0,51000.0,799.2788461538462,21.545749311672648,17.27408744976771,0.0,0.0,3.0,25.0,17.323092051627697,796.875,74.21875,0.021673402386397356,0.026956486356859613,75.11713919624593,77.57575757575758,70.78341013824885,1.910955386959524,,,,,,,,,,,
52.0,52000.0,799.2788461538462,21.545749311672648,17.74611089900913,0.0,0.0,3.0,25.0,17.758049084617,796.875,74.21875,0.02221758923067871,0.026956486356859613,75.11713919624593,77.57575757575758,70.78341013824885,1.910955386959524,,,,,,,,,,,
53.0,53000.0,801.4322916666666,21.189108251065658,18.68316255392884,0.0,0.0,3.0,27.272727272727273,18.69665707540935,800.78125,74.21875,0.023329053832517276,0.026439049775497037,74.91321445129923,77.57575757575758,70.78341013824885,1.8675468361192742,,,,,,,,,,,
54.0,54000.0,803.7109375,20.271826082175377,19.19585476099372,0.0,0.0,3.0,27.272727272727273,19.460097668778772,804.6875,74.21875,0.024212806819962896,0.025222782391430845,74.69678933052627,77.57575757575758,70.78341013824885,1.7850136600362785,,,,,,,,,,,
55.0,55000.0,805.5889423076923,17.33438113203841,17.541918730869114,0.0,0.0,2.0,16.666666666666668,17.541918730869114,804.6875,70.3125,0.021775272486509664,0.021517650282515417,74.51099529490253,77.1859296482412,70.78341013824885,1.5158837653615542,,,,,,,,,,,
56.0,56000.0,805.8894230769231,17.20410947164484,16.961478476709672,0.0,0.0,2.0,16.666666666666668,16.989568164973814,804.6875,70.3125,0.021081760944456695,0.02134797774855855,74.48274234268976,77.1859296482412,70.78341013824885,1.5044039700183964,,,,,,,,,,,
57.0,57000.0,806.640625,18.359752776577505,18.493205349845933,0.0,0.0,2.0,18.181818181818183,18.54767735397812,804.6875,70.3125,0.022993730763285224,0.02276075889009124,74.41743724629613,77.1859296482412,70.78341013824885,1.600896074264524,,,,,,,,,,,
58.0,58000.0,808.2682291666666,19.02455919823181,17.627377338055194,0.0,0.0,2.0,18.181818181818183,17.627377338055194,806.640625,70.3125,0.02180882125755359,0.02353743288641487,74.2701957241869,77.1859296482412,70.78341013824885,1.6608587394110372,,,,,,,,,,,
59.0,59000.0,803.7860576923077,19.476083950673605,17.28635162415593,0.0,0.0,2.0,16.666666666666668,18.252403344890865,800.78125,70.3125,0.022708036759550205,0.024230432668352057,74.68662980421055,77.1859296482412,70.78341013824885,1.7147387722564946,,,,,,,,,,,
60.0,60000.0,797.7764423076923,16.66110997613962,14.913686443952223,0.0,0.0,1.0,8.333333333333334,15.3375247257679,796.875,54.6875,0.019225341727817542,0.020884434651823977,75.23940926643819,77.96954314720813,72.79620853080569,1.513892772819302,,,,,2.145243369796422,4.3493259050258715,469.7619158455665,0.9343092373768334,25.519060233554026,54.744594769467305,2.145243369796422
61.0,61000.0,792.96875,21.524690995300766,15.107988200413812,0.0,0.0,1.0,9.090909090909092,15.311122966839559,796.875,74.21875,0.01930860827345284,0.027144437905403922,75.71676183225007,80.0,72.79620853080569,1.991667153873947,,,,,2.15533058425538,4.352425361159015,474.77027250975414,0.9346773581245944,25.550284683229535,55.06931001419639,2.15533058425538
62.0,62000.0,786.0576923076923,28.66745068655715,13.978457391656178,0.0,0.0,1.0,8.333333333333334,14.702590873224239,796.875,89.84375,0.018704213465630837,0.03646990668381583,76.42586062814411,81.70212765957447,72.79620853080569,2.729327167176179,,,,,2.203924228258265,4.355268993410493,492.5263675555483,0.953873443023198,25.34989563915095,55.86924918294332,2.203924228258265
63.0,63000.0,781.8509615384615,32.00766701426885,12.08818009611142,0.0,0.0,1.0,8.333333333333334,13.578550530347794,796.875,89.84375,0.017367185305533227,0.04093832276075585,76.86143937423475,81.70212765957447,72.79620853080569,3.064226252094165,,,,,2.2286580903711792,4.360115780474545,503.64329860832635,0.95297229850876,25.34989563915095,56.49625000625885,2.2286580903711792
64.0,64000.0,777.6442307692307,31.79303324063661,14.035196052936262,0.0,0.0,1.0,8.333333333333334,14.659284178642842,777.34375,89.84375,0.018850887846415528,0.040883776902951564,77.27548504171588,81.70212765957447,72.79620853080569,3.0405877197590616,,,,,2.2363470294991483,4.367351861924742,510.48704641936695,0.9392802500988537,25.517982846935727,57.06706513855494,2.2363470294991483
65.0,65000.0,774.7395833333334,31.705370648134778,18.40434448842321,0.0,0.0,2.0,18.181818181818183,18.435152489229274,773.4375,89.84375,0.023795289263408542,0.04092390698784455,77.56364042162726,81.70212765957447,72.79620853080569,3.0198709289724603,,,,,2.218424321718595,4.369432344049877,505.57209955247396,0.9776596782504472,25.682297454591183,56.97423331087664,2.218424321718595
66.0,66000.0,773.7630208333334,31.003033949126056,17.236734516351703,0.0,0.0,2.0,18.181818181818183,17.469281074217108,773.4375,89.84375,0.022577043104751768,0.04006786718204259,77.6563716459692,81.70212765957447,72.79620853080569,2.953841711074932,,,,,2.2201075067849696,4.3691367382769,505.9753704949202,0.9365959980349007,25.66382440763651,56.97644922020514,2.2201075067849696
67.0,67000.0,771.6471354166666,28.26004232013748,17.21660348228324,0.0,0.0,2.0,18.181818181818183,17.44941832637917,773.4375,89.84375,0.022613209491093363,0.036623012025928006,77.85090626089759,81.70212765957447,72.79620853080569,2.715450382479013,,,,,2.221126127235579,4.368250951555006,505.80754922365423,0.9262410627273231,25.63178632877541,56.93143030256278,2.221126127235579
68.0,68000.0,769.6940104166666,24.907420429123533,15.554220499343591,0.0,0.0,1.0,9.090909090909092,15.558273716480624,773.4375,66.40625,0.020213582938053913,0.03236015883200148,78.0284579890215,81.70212765957447,74.92682926829268,2.434235182397007,,,,,2.697141453781555,4.453313429307165,746.4699005466055,0.8800876832101945,25.653395770884696,69.19083716391754,2.697141453781555
69.0,69000.0,771.484375,29.94083929053885,15.717499639633367,0.0,0.0,2.0,20.0,16.641725315734995,769.53125,89.84375,0.021571046485205865,0.0388093916879896,77.87796882761488,81.70212765957447,72.79620853080569,2.8611322853377197,,,,,2.3059079480024276,4.285015315767432,486.15035502544976,0.9509762898620451,22.857392368937205,52.70704273414234,2.3059079480024276
70.0,70000.0,770.6705729166666,28.686326676166757,22.21235085794887,1.0,9.090909090909092,3.0,27.272727272727273,22.237883934610426,765.625,89.84375,0.028855239470801788,0.037222553558261574,77.95224065608288,81.70212765957447,72.79620853080569,2.7503789086043136,,,,,2.2478142314722644,4.2852633528159725,468.02850160606226,0.9509762898620451,23.1574895541694,52.05373458503228,2.2478142314722644
71.0,71000.0,769.6940104166666,29.637676087263912,23.293126702567648,1.0,9.090909090909092,4.0,36.36363636363637,23.303951904361533,765.625,89.84375,0.030276904313892423,0.03850579020514897,78.05806076190298,81.70212765957447,72.79620853080569,2.849763008494541,,,,,2.2321596956533547,4.289711270974242,465.525557334401,0.9628107475090478,23.35785795634507,52.13846910694951,2.2321596956533547
72.0,72000.0,772.5497159090909,29.19727387392587,24.17776269600591,1.0,10.0,4.0,40.0,24.190381570923496,769.53125,89.84375,0.031312394623636206,0.03779339150952666,77.76525987080727,81.70212765957447,72.79620853080569,2.7864786760120257,,,,,2.2610668946282106,4.292226619599851,475.97421555459,0.9444616088408514,23.275371033420278,52.62717090385499,2.2610668946282106
73.0,73000.0,769.6940104166666,29.543919734615326,22.291691054944692,1.0,9.090909090909092,4.0,36.36363636363637,22.36229264761076,765.625,89.84375,0.029053484040372283,0.038383980302278825,78.05730832072676,81.70212765957447,72.79620853080569,2.8382459481725912,,,,,2.32832561045918,4.297828584017019,500.58734328477357,0.9116287187683437,23.085136300234886,53.74971406877777,2.32832561045918
74.0,74000.0,769.04296875,30.005920288380224,19.61982755193362,1.0,9.090909090909092,3.0,27.272727272727273,20.004909953061865,765.625,89.84375,0.026012733704044888,0.03901722206387473,78.12675464902343,81.70212765957447,72.79620853080569,2.8846047047407346,,,,,2.3432722544332845,4.301361984071561,507.47554360947225,0.8859500148214828,23.105194329577696,54.14176080578867,2.3432722544332845
75.0,75000.0,867.67578125,262.02614691229746,152.78328302013068,3.0,27.272727272727273,5.0,45.45454545454545,170.32447244720183,763.671875,859.375,0.19629967336627424,0.30198624022306425,73.0077644669765,81.70212765957447,37.64705882352941,13.519055710252466,,,,,2.350722275326689,4.30665224313129,513.0126871112908,0.8354634027402008,23.209483128278872,54.55904898846412,2.350722275326689
76.0,76000.0,765.9254807692307,27.27211312030064,19.94728346335095,1.0,8.333333333333334,3.0,25.0,20.01357571476484,765.625,89.84375,0.026129925452623538,0.03560674478790135,78.42632674136728,81.70212765957447,72.79620853080569,2.6244337715755854,,,,,2.369156716336746,4.300094879997595,515.1552432681912,0.8046684549923526,22.945131650426887,54.36061275683971,2.369156716336746
77.0,77000.0,764.1225961538462,26.084200041152478,19.747071468884247,1.0,8.333333333333334,3.0,25.0,19.918044974971817,765.625,89.84375,0.026066556695519546,0.034136145394005286,78.60359739649545,81.70212765957447,72.79620853080569,2.5071409164695284,,,,,2.3714056028935824,4.299807348281617,515.7181743582129,0.796331416795176,22.92665849622578,54.36840641357757,2.3714056028935824
78.0,78000.0,762.9206730769231,24.570313296186445,18.992125189863046,1.0,8.333333333333334,2.0,16.666666666666668,19.26907368092284,765.625,89.84375,0.025256981965384485,0.032205593796655566,78.71829594876226,81.70212765957447,72.79620853080569,2.366470939413727,,,,,2.3475305163528275,4.302419075641275,509.4791406412022,0.8668106746107854,23.11234029538915,54.256924147757154,2.3475305163528275
79.0,79000.0,758.3705357142857,15.763891620340997,12.079177429231839,0.0,0.0,1.0,7.6923076923076925,12.112767049727388,763.671875,50.78125,0.015972096065571362,0.02078652964212735,79.14887453384556,81.70212765957447,76.41791044776119,1.591667818765372,,,,,2.352665275943047,4.299097591372733,509.20072057702475,0.8440824235332292,22.998988340398213,54.10892125027388,2.352665275943047
80.0,80000.0,755.7091346153846,16.847925737688314,11.826759195693326,0.0,0.0,0.0,0.0,11.826759195693326,757.8125,50.78125,0.01564988254603077,0.02229419358052752,79.43194698671078,81.70212765957447,76.41791044776119,1.6959124624851747,,,,,,,,inf,,,
81.0,81000.0,756.0096153846154,16.543278865478683,11.826759195693326,0.0,0.0,0.0,0.0,11.826759195693326,757.8125,50.78125,0.015643662401934575,0.021882365685339054,79.3990442169659,81.70212765957447,76.41791044776119,1.6637808036723503,,,,,3.0387063500920823,4.9972463964847265,1669.768632594773,0.4384714045763344,45.20836911471877,137.3749583062027,3.0387063500920823
82.0,82000.0,756.0096153846154,16.543278865478683,11.768377267269024,0.0,0.0,0.0,0.0,11.772878463558024,757.8125,50.78125,0.015572392498696783,0.021882365685339054,79.3990442169659,81.70212765957447,76.41791044776119,1.6637808036723503,,,,,3.217371919405539,3.7594670112545607,437.5074031628879,1.0986122886681098,10.566298629949397,33.995712504052406,3.217371919405539
83.0,83000.0,766.4388020833334,19.41475080329755,17.47830213398397,0.0,0.0,2.0,18.181818181818183,18.37863170472895,767.578125,70.3125,0.023979255297059812,0.025331116783915936,78.32972931862868,81.26984126984127,74.20289855072464,1.8809017872974307,,,,,2.976430334879544,3.7803984356294906,398.78866071317316,1.1631508098056809,11.253597175374546,33.49554800929955,2.976430334879544
84.0,84000.0,775.2278645833334,30.228537695788958,20.246149281392544,0.0,0.0,3.0,27.272727272727273,21.701191602638595,769.53125,113.28125,0.02799330699278008,0.038993100063600114,77.49971827102793,81.26984126984127,70.45871559633028,2.765485457437337,,,,,3.0108416990246525,3.8202421415296066,424.76913696962583,1.120591195386885,11.714320940122304,35.2699659622779,3.0108416990246525
85.0,85000.0,782.3893229166666,37.13701061787262,20.345563225328434,0.0,0.0,3.0,27.272727272727273,21.669207515098154,771.484375,113.28125,0.02769619533446288,0.047466152119036695,76.8406656591575,81.26984126984127,70.45871559633028,3.358889360103672,,,,,2.91790869660357,5.005527257674683,1586.2483246986442,0.47710272327434855,46.576600600402074,135.90626795014427,2.91790869660357
86.0,86000.0,789.9502840909091,42.49888372740258,21.55174097520894,0.0,0.0,3.0,30.0,22.793897595148685,775.390625,113.28125,0.028854850810491658,0.05379944103230643,76.1503452998214,81.26984126984127,70.45871559633028,3.8276121137611177,,,,,3.264594447566792,3.856734267708421,500.1623424563656,1.1349799328389845,11.732552971865381,38.30202728773499,3.264594447566792
87.0,87000.0,806.8033854166666,52.94412157824174,23.74353613716259,0.0,0.0,4.0,36.36363636363637,25.109070488762804,796.875,148.4375,0.03112167219749015,0.06562208653958387,74.66007349667844,81.26984126984127,67.66519823788546,4.660418950152263,,,,,3.5928666936416853,3.9322836222047868,629.9462092466342,1.1104467463151126,12.200040372539913,43.83311871558255,3.5928666936416853
88.0,88000.0,813.3138020833334,54.81075252893572,23.00988394863833,0.0,0.0,4.0,36.36363636363637,24.663146971482206,826.171875,148.4375,0.03032426956029351,0.06739188784026037,74.08376949631824,81.26984126984127,67.66519823788546,4.831852353528734,,,,,3.7071410917608496,3.9512957549528203,674.8489096089598,1.086636097621394,12.27632361966448,45.51006374621248,3.7071410917608496
89.0,89000.0,825.8167613636364,52.10722404242688,23.01374737758662,0.0,0.0,4.0,40.0,25.480609777031926,847.65625,148.4375,0.03085504069323668,0.06309780387162936,72.93145812939396,81.26984126984127,67.66519823788546,4.594221799559683,,,,,3.7377753751784786,3.9597613335317945,689.9227478409158,1.086636097621394,12.34565328746627,46.14527884838265,3.7377753751784786
90.0,90000.0,832.5639204545455,43.77868504628825,26.868072326590067,0.0,0.0,5.0,50.0,27.772860621646,847.65625,144.53125,0.033358232250183466,0.05258297167427926,72.25657745451328,80.84210526315789,67.66519823788546,3.7956140365355804,,,,,3.627138864531555,3.969434974999121,666.9046748085541,1.074514737089049,12.672882399548703,45.96630427704101,3.627138864531555
91.0,91000.0,944.4247159090909,210.03743816418844,134.4590035394153,3.0,30.0,5.0,50.0,148.4400698790698,863.28125,691.40625,0.15717512193249128,0.22239722724961636,65.61907287639096,73.84615384615384,39.896103896103895,9.931822701255863,,,,,3.4932212187777845,4.017214458288706,665.957268639841,1.0372433422918175,13.643763823139993,47.660685290985334,3.4932212187777845
92.0,92000.0,850.4971590909091,24.587099857514897,32.48534825983092,1.0,10.0,5.0,50.0,32.63531027219597,851.5625,78.125,0.03837203913423961,0.028909091105954885,70.60119846619972,74.20289855072464,67.66519823788546,1.9681600919429945,,,,,3.4679641983493643,4.036447840056832,673.4972520485055,0.9718605830289658,13.99995455786743,48.55134118520225,3.4679641983493643
93.0,93000.0,848.7215909090909,28.335309019241507,33.154836209254604,2.0,20.0,5.0,50.0,33.73878575263935,851.5625,97.65625,0.03975247727172904,0.03338587037580924,70.76817168526074,76.03960396039604,67.66519823788546,2.3141369062274966,,,,,3.327126706571019,4.049886337854658,642.7575393411719,0.9582549309731873,14.516051737150391,48.2967434086397,3.327126706571019
94.0,94000.0,843.0397727272727,33.50361189399109,33.154836209254604,2.0,20.0,5.0,50.0,33.73878575263935,847.65625,97.65625,0.04002039624238939,0.03974143685487738,71.27552517290309,76.03960396039604,67.66519823788546,2.759582936425464,,,,,3.328050046642001,4.0497699292834675,642.938951156355,1.0388930539664873,14.512092872300533,48.296971360532844,3.328050046642001
95.0,95000.0,828.3025568181819,52.860486830942655,34.72829807952011,2.0,20.0,7.0,70.0,36.778956624551284,843.75,164.0625,0.044402804653691924,0.06381784819547032,72.72175721213408,83.02702702702703,67.66519823788546,4.682413810982993,,,,,3.317493899136031,4.0842136332886065,665.7666186288483,1.1192315758708455,15.123132558275513,50.17089999790449,3.317493899136031
96.0,96000.0,808.4309895833334,65.94750013648208,28.644488174339692,2.0,18.181818181818183,6.0,54.54545454545455,32.62893390489316,826.171875,171.875,0.04036081536373335,0.08157468106272314,74.68674211011977,83.93442622950819,67.66519823788546,6.0116077913286174,,,,,3.514253880271543,4.102193202898089,741.0479342951642,1.0775588794702773,15.000994216055737,52.71730213170485,3.514253880271543
